"id","source","url","title","content","created_at"
"492764","Банкста","https://t.me/banksta/50765","Зеленоградские мошенники использовали инсайдерскую информацию для незаконного обогащения","В Зеленограде трое местных жителей подкупили молодых менеджеров отделения Райффайзенбанка и, пользуясь полученными от них данными об изменении курса, проводили операции по покупке и продаже валюты. Мошенникам передавали за относительно небольшое вознаграждение закрытые данные о внутренних приказах руководства «Об установлении курсов продажи наличной иностранной валюты». Используя онлайн-приложение кредитного учреждения, они получили доход почти в 100 млн руб. Однако около 3,5 тыс. похожих операций вызвали подозрения у сотрудников управления экономической безопасности банка, которые и обратились к правоохранителям.","2024-04-11 05:58:01+00"
"492760","MMI","https://t.me/russianmacro/19046","Рынки акций и бонды в Азии испытывают понижательные настроения после данных по потребительской инфляции в США","- понижательные настроения на рынках акций после выхода вчерашних данных по потребительской инфляции в США. Бонды в Азии сегодня на достаточно минорной ноте, UST-10 немного восстановились после того, как распродажа в среду привела к повышению их доходности до уровня выше 4.5% впервые за пять месяцев. А российский рынок прибавил порядка 0.7% на сохраняющихся высоких ценах на нефть, хорошо торговался соответствующий сектор, а также большинство металлургов.","2024-04-11 04:28:39+00"
"492759","MarketTwits","https://t.me/markettwits/281053","Байден: возможное отложение снижения ставки ФРС до конца года","Байден заявил, что он по-прежнему ожидает снижения ставки ФРС в этом году, но, по его словам, новые данные по инфляции позволяют предположить, что снижение ставки может быть отложено до конца года. Это может означать отсутствие снижения ставок до ноябрьских выборов — NYT. ———————. ранее СМИ сообщали, что в преддверии выборов, Байден и Йеллен призывают Пауэлла начать снижать ставку на фоне все еще не ""затушенной"" и высокой инфляции, что может стать большой проблемой... и что давление на Пауэлла по поводу снижения ставки будет расти по мере приближения выборов.","2024-04-11 04:37:58+00"
"492758","MarketTwits","https://t.me/markettwits/281054","Запрет на замещение евробондов: оценка объема выкупленных бумаг","ЦБ запретил замещать евробонды, принадлежавшие ранее недружественным лицам. Таким образом регулятор хочет оценить объем бумаг, выкупленных у нерезидентов, считают эксперты — Ведомости.","2024-04-11 04:39:53+00"
"492757","MarketTwits","https://t.me/markettwits/281055","Снижение цен на российский уголь: угроза для экспорта","Экспортные цены на российский уголь снизились до минимума почти за 3 года. Это может привести к падению объемов вывоза топлива на 10–15% — Ведомости. Нынешние цены делают экспорт российского угля нерентабельным, указывают в ЦЦИ.","2024-04-11 04:44:07+00"
"492756","MarketTwits","https://t.me/markettwits/281057","Мем-коины: сила восстановления и лидерство в росте","Santiment отмечет продолжающуюся силу в мем-коинах — они быстро восстанавливаются при любом отскоке BTC. сектор мем-конов - абсолютный лидер по росту с начала 2024г (график).","2024-04-11 04:50:41+00"
"492755","MarketTwits","https://t.me/markettwits/281058","Прогнозируемый рост акций UC Rusal в связи с ростом цены на алюминий","Аналитики считают, что акции UC Rusal будут догонять растущую цену алюминия, прогнозируют рост котировок еще на 5–17%.","2024-04-11 04:56:11+00"
"492754","MarketTwits","https://t.me/markettwits/281059","Xpeng снижает цену на модель G6 с запасом хода 580 км","Xpeng выпустил версию своей модели G6 с запасом хода 580 км, снизив стартовую цену серии на 14% до 179 900 юаней ($25 000).","2024-04-11 05:04:08+00"
"492753","MarketTwits","https://t.me/markettwits/281063","Проверка сделки: US Steel продается Nippon Steel за 14,1 млрд","Минюст США начал проверку приобретения U.S. Steel японской Nippon Steel за $14,1 млрд — BBG. —————. ранее Байден заявил, что US Steel должна оставаться в собственности и управлении внутри страны.","2024-04-11 05:13:57+00"
"492752","MarketTwits","https://t.me/markettwits/281064","Принятие законодательства о криптовалютах в 2024 году: вывод из тени и консенсус между ЦБ, Минфином и Росфинмониторингом","В Минфине ждут принятия законодательства о крипте в 2024г. Криптовалюту и майнинг выведут из тени. Нормы могут одобрить уже в весеннюю сессию. ЦБ, Минфин и Росфинмониторинг достигли консенсуса по основным условиям — Известия.","2024-04-11 05:17:54+00"
"492751","MarketTwits","https://t.me/markettwits/281065","ЕЦБ: снижение ставки в июне, будущее в тумане","Снижение ставки ЕЦБ в июне выглядит более определенным, дальнейшее - в тумане  — аналитики - опрос RTRS.","2024-04-11 05:41:36+00"
"492750","MarketTwits","https://t.me/markettwits/281068","Японский Минфин готовится к действиям из-за рекордного падения иены","Минфин Японии не исключает принятия мер в связи с рекордным падением курса иены — глава Минфина Судзуки.","2024-04-11 05:55:02+00"
"492749","MarketTwits","https://t.me/markettwits/281069","Создание коалиции для развития ИИ: глава OpenAI в действии","глава OpenAI работает над созданием коалиции с несколькими странами и компаниями для развития ИИ — BBG.","2024-04-11 05:56:41+00"
"492748","MarketTwits","https://t.me/markettwits/281073","Снижение темпов роста активов ЗПИФов недвижимости: конкуренция с банками","В начале 2024 года темпы роста активов рыночных ЗПИФов недвижимости серьезно замедлились, в первую очередь за счет снижения темпов притока нового капитала. На фоне высоких ставок по депозитам управляющим компаниям сложно конкурировать с банковскими продуктами. — Ъ.","2024-04-11 06:08:07+00"
"492746","BigpowerNews","https://t.me/Bigpowernews/13344","Enel продает долю в ""Русэнергосбыте"" и становится его владельцем","Enel вышла из капитала «Русэнергосбыта». Владельцем доли итальянской компании стал сам энергосбыт.","2024-04-11 04:48:10+00"
"492745","BigpowerNews","https://t.me/Bigpowernews/13345","Нештатное срабатывание клапанов на Кемеровской ГРЭС","На Кемеровской ГРЭС «СГК» произошло нештатное срабатывание предохранительных клапанов котла. 10 апреля в связи с похолоданием ГРЭС включила в работу дополнительный котёл, однако при наборе рабочих параметров предохранительные клапаны стали работать нештатно, периодически сбрасывая давление. «Всё это сопровождается выбросом пара и шумом», — сообщили в СГК. При этом, как говорят в энергокомпании, сейчас вывести из работы котёл «не представляется возможным, «поскольку он задействован в обеспечении теплом и горячим водоснабжением ,,, города». На поднятие другого котла потребуется около 10 часов.","2024-04-11 05:29:25+00"
"492744","BigpowerNews","https://t.me/Bigpowernews/13346","Рост электропотребления в Сибири: влияние погоды и развитие алюминиевой промышленности","СГК оценивает рост электропотребления в Сибири в марте 2024г в 7%. Компания объясняет динамику показателя следствием снижения температуры наружного воздуха и продолжающимся увеличением загрузки Тайшетского алюминиевого завода. «Этот март в России в целом оказался почти на 2 градуса холоднее, чем годом ранее», - отмечают в СГК. При этом ТЭЦ компании в прошлом месяце снизили выработку на 1,2% на фоне растущего производства ГЭС (+28%).","2024-04-11 05:54:39+00"
"492743","BigpowerNews","https://t.me/Bigpowernews/13347","Enel опровергает выход из ""Русэнергосбыта"": заявление Линникова","«Русэнергосбыт» опровергает выход итальянской Enel из своего капитала. Enel не выходила из капитала энергосбытовой компании «Русэнергосбыт», следует из заявления главы совета директоров ООО «Русэнергосбыт» Александра Линникова. «Изменения в корпоративной структуре не связаны с изменениями в составе акционеров», - заявил он. Как сообщалось, по размещенным в ЕГРЮЛ данным доля Enel в размере 49,5% перешла в собственность ООО «Русэнергосбыт» 9 апреля. Однако источники утверждают, что переговоры о выходе Enel из российской сбытовой компании шли не один месяц, пишет «Коммерсант». Передача доли Enel в собственность «Русэнергосбыта» может быть формальной, чтобы затем передать актив стратегическому инвестору. Кроме того, о выходе из «Русэнергосбыта» ранее думал и второй крупный акционер — группа ЕСН Григория Березкина, владеющая 50,5% компании. Долю группы ЕСН и Enel еще в 2021 году хотел приобрести «Газпром энергохолдинг».","2024-04-11 06:02:33+00"
"492742","63.ru","https://63.ru/text/economics/2024/04/09/73442768/","В Самарской области вырос средний размер зарплаты","Назван размер среднемесячной зарплаты в регионе. Информация содержится в докладе Самарастата. — Среднемесячная начисленная заработная плата в январе 2024 года составила 58 461 рубль. По сравнению с январем предыдущего года показатель вырос на 21,7%, — говорится в докладе. За весь 2023 год средний размер зарплаты в области составил 55 780 рублей. При этом в декабре статистики зафиксировали резкий подъем аж до 74 108 рублей. Самой прибыльной сферой деятельности в регионе оказалась добыча полезных ископаемых. Специалисты этой отрасли в среднем получают 86 тысяч. На втором месте идет деятельность в области информации и связи — почти 82 тысячи рублей. Тройку замыкает страховая и финансовая деятельность — 77 тысяч. Однако помимо официальной статистки есть еще и информация от простых граждан. Мы публиковали подборку высказываний самарцев об их реальных зарплатах. А сколько вы зарабатываете?","2024-04-09 12:00:00+00"
"492741","Буровая","https://t.me/Burovaia/11317","Падение импорта мексиканской нефти в США: причины и последствия","По данным УЭИ, еженедельный импорт мексиканской нефти в США упал до рекордно низкого уровня в начале апреля, так как Pemex сократила поставки, чтобы обеспечить сырьем свои НПЗ. В частности, импорт снизился до 209 тыс. б\с на неделе, закончившейся 5 апреля, в то время как в среднем в 2023 г. он составлял около 733 тыс. б\с.","2024-04-11 05:51:42+00"
"492740","Нефть и Капитал I Новости Нефтегазовой отрасли","https://t.me/oil_capital/17963","Снижение производства бензина и дизеля в начале апреля","Выпуск бензина снизился в начале апреля. По сравнению с началом марта-2023 падение еще сильнее. Первая неделя апреля, согласно Росстату, закончилась снижением выпуска нефтепродуктов на отечественных НПЗ. Так,. производство бензина сократилось к предыдущей неделе на 2,7%, (достигнув 754,4 тыс. тонн), дизеля - на 2,1%, (1,585 млн тонн). Если сравнивать с аналогичным временем предыдущего года, то падение производства в начале апреля-2024 будет заметно еще сильнее: бензина - на 9,5%, дизеля - на 10,4%. Напомним, в марте активизировались атаки украинских дронов на российскую нефтепереработку. Однако Минэнерго РФ заверило, что топлива хватит и на отечественный рынок, и для соседних государств.","2024-04-11 05:59:36+00"
"492738","Energyland","https://energyland.info/news-show--neftegaz-255472","Морской терминал КТК под Новороссийском приостановил отгрузку нефти","Такие 72-часовые остановки перекачки по нефтепроводу происходят не реже двух раз в год, их график заблаговременно согласуется со всеми грузоотправителями, а также с Министерством энергетики Республики Казахстан. Плановые остановки требуются для проведения тех видов технического обслуживания, ремонта и подключения оборудования, которые невозможно осуществить на действующем оборудовании. Среди важнейших работ на апрель 2024 года запланировано подключение нового участка трубопровода на 266-м км (переход под строящейся автодорогой Атырау - Астрахань); замена ряда единиц запорной арматуры на НПС; устранение дефектов трубопровода; замена четырех электроизолирующих вставок на катушки; замена электроприводов на новые с наладкой по открытию и закрытию запорной арматуры на линейной части; техперевооружение узла регулирования давления на Морском терминале; замена источников бесперебойного питания;  плановые работы по выполнению регламентного технического обслуживания различных систем нефтепровода; нефтеперекачивающих станций и Морского терминала (механо-технологического оборудования; энергетического и электрооборудования; систем контрольно-измерительных приборов и автоматики, систем управления). В настоящий момент отгрузка нефти на Морском терминале КТК также остановлена. Ее возобновление запланировано с 11 апреля, о чем будет сообщено дополнительно.","2024-04-11 04:34:00+00"
"492735","Energyland","https://energyland.info/news-show--teplo-255475","Якутский «Теплоэнергосервис» строит новые объекты в поселке Усть-Куйга","Новый водозабор с очистной станцией объемом 1060 м³/сутки позволят обеспечить вахтовый поселок и жителей поселка Усть-Куйга чистой питьевой водой. На данный момент водоснабжение населенного пункта осуществляется от водозабора, который был построен в 1980-х годах. Вместе с этими объектами будет построено и реконструировано 1643 погонных метра сетей холодного водоснабжения. В настоящее время теплоэнергетической компанией заключен договор с подрядной организацией на проведение проектно-изыскательных работ, поставку, монтаж и пусконаладочные работы. Строительство объектов с инфраструктурой не менее чем на 1500 человек должно завершить в конце 2024 года. Чистой водой будет обеспечен вахтовый поселок строителей и сам поселок Усть-Куйга, население которого составляет почти 700 человек. Объекты планируется ввести в эксплуатацию в начале 2025 года. В прошлом году теплоэнергетической компанией был построен водовод протяженностью 650 п.м, благодаря которому был подключен к водоснабжению вахтовый поселок строителей на 250 человек. Финансирование данных проектов осуществляется за счет средств АО «Русатом Оверсиз» и АО «Теплоэнергосервис».","2024-04-11 05:19:00+00"
"492734","Energyland","https://energyland.info/news-show--ugol-255476","ВГК анализирует состояние рек Углегорского района Сахалина в период весеннего паводка","Сотрудники отдела охраны окружающей среды дважды в неделю проводят внутренний экологический контроль в зоне добычи угля, следят за эффективностью и бесперебойностью работы очистных сооружений, а также качеством сточных вод. В реках отбирают пробы воды на мутность, анализируют состояние водотоков в целом.  9 апреля специалисты провели очередной мониторинг. В реке Углегорке в точке наблюдения выше впадения в нее реки Желтой, то есть выше влияния на нее угольного разреза, мутность воды повысилась в сравнении с данными, полученными 5 апреля, в четыре раза - до 70 мг/л. Это связано с прошедшими накануне дождями, продолжавшимися двое суток.  Лед по правому берегу Углегорки практически растаял, уровень воды в реке немного поднялся, а на всем протяжении реки вплоть до Углегорска видны размытые берега, с которых в реку попадает глинистый грунт. В результате мутность воды ближе к городу увеличивается. Однако по сравнению с данными, полученными в ходе предыдущего мониторинга от 5 апреля, сегодня вода в Углегорке чище, что объясняется увеличением ее количества в связи с таянием снега и льда. Мутность воды в реке Желтой в месте впадения ее в Углегорку достигает 90 мг/л. Это объясняется более горным характером реки в верховьях, а также, по данным многолетних наблюдений сахалинской службы по гидрометеорологии, повышенной фоновой мутностью. Мутность сточной воды в месте сброса с очистных сооружений технопарка остается на уровне 4,9 мг/л. Для фильтрации воды здесь достаточно трех установок. По данным метеорологов, основной водоприток в этом месте ожидается в мае. Фото: Восточная горнорудная компания","2024-04-11 05:25:00+00"
